UniProt	GeneSym
C9J1S8	TRIM49D1
A6NMA1	TRPC5OS
Q9BVS5	TRMT61B
A6NI03	TRIM64B
A6NLI5	TRIM64C
Q9H4I3	TRABD
Q15628	TRADD
Q13114	TRAF3
Q9BUZ4	TRAF4
Q9Y4K3	TRAF6
Q6Q0C0	TRAF7
Q9BWF2	TRAIP
P01850	TRBC1
A0A5B9	TRBC2
Q7RTT3	SSX9
Q15532	SS18
Q6ZNB5	null
P50226	SULT1A2
O43704	SULT1B1
O14717	TRDMT1
Q13061	TRDN
P49888	SULT1E1
O94768	STK17B
O94864	SUPT7L
Q9NY57	STK32B
O43280	TREH
Q8TBR4	STAG3L4
Q6ZMT1	STAC2
Q99469	STAC
Q15005	SPCS2
Q96P63	SERPINB12
A6NKU9	SPDYE3
Q96EA4	SPDL1
P35237	SERPINB6
Q15513	SPHAR
Q9H2S6	TNMD
Q9Y4P9	SPEF1
Q9C093	SPEF2
Q9NRA0	SPHK2
Q96I25	RBM17
O14656	TOR1A
O14657	TOR1B
Q5BIV9	SPRN
Q9BYE4	SPRR2G
A0A1B0GTR4	SPRR5
P09486	SPARC
Q8N9U9	SPANXA2-OT1
Q96BD6	SPSB1
Q8NHS9	SPATA22
Q96A44	SPSB4
Q68D10	SPTY2D1
Q7Z4G4	TRMT11
Q9NUP7	TRMT13
Q9NXH9	TRMT1
Q8IZ69	TRMT2A
Q9BXA5	SUCNR1
Q32P41	TRMT5
Q9UJA5	TRMT6
Q8IWZ8	SUGP1
Q8IWU6	SULF1
Q8IWU5	SULF2
Q6EEV6	SUMO4
O94901	SUN1
Q8TAQ9	SUN3
O15260	SURF4
O60279	SUSD5
Q92537	SUSD6
Q9H0A9	SPATC1L
Q9H9C1	VIPAS39
Q8NBT2	SPC24
Q9UIV8	SERPINB13
Q9NUQ6	SPATS2L
Q14515	SPARCL1
Q8N2E6	TOR2A
Q96L03	SPATA17
Q9NZQ3	NCKIPSD
Q99619	SPSB2
Q8TCT6	SPPL3
Q8IVW8	SPNS2
Q6ZMD2	SPNS3
Q9NS26	SPANXA1
Q969W0	SPTSSA
P02549	SPTA1
Q8NEQ6	SRARP
O15269	SPTLC1
Q5VSR9	SPANXN1
Q7Z2R9	SSBP3-AS1
Q9UHV2	SERTAD1
Q9NUC0	SERTAD4
Q9NZC2	TREM2
Q14765	STAT4
P42226	STAT6
Q9Y6E0	STK24
Q8TDR2	STK35
Q9NRP7	STK36
Q15208	STK38
Q93045	STMN2
Q8N2I9	STK40
P03979	TRGV3
Q13043	STK4
Q8TAV4	STOML3
Q8NE28	STKLD1
Q9UDY6	TRIM10
Q96F44	TRIM11
Q9C0K7	STRADB
Q15526	SURF1
Q6UWL2	SUSD1
Q9UGT4	SUSD2
Q96L08	SUSD3
Q6PIF2	SYCE2
P14868	DARS
P49589	CARS
Q2VWA4	SKOR2
Q96K49	TMEM87B
Q1XH10	SKIDA1
Q8TDI8	TMC1
Q7Z5M5	TMC3
Q7Z404	TMC4
A8MWV9	SMIM34A
Q8WU79	SMAP2
P62314	SNRPD1
Q2TAY7	SMU1
Q9P0T7	TMEM9
Q9H3U7	SMOC2
Q8TEV8	SMCR5
Q8TAD8	SNIP1
Q3KNW1	SNAI3
Q9Y5W8	SNX13
P48594	SERPINB4
Q96RJ3	TNFRSF13C
Q309B1	TRIM16L
Q969Z4	RELT
Q13595	TRA2A
P62995	TRA2B
P01848	TRAC
O14545	TRAFD1
Q13077	TRAF1
Q12933	TRAF2
O00463	TRAF5
O60296	TRAK2
Q15629	TRAM1
P07204	THBD
Q15633	TARBP2
Q8IZU3	SYCP3
Q5VT97	SYDE2
Q9NZI7	UBP1
O95164	UBL3
Q6ZU65	UBN2
Q92995	USP13
P54578	USP14
Q8N205	SYNE4
O43426	SYNJ1
O94782	USP1
Q8TBG9	SYNPR
Q9UK80	USP21
Q16563	SYPL1
A6NNY8	USP27X
Q9HBJ7	USP29
Q70CQ3	USP30
Q86T82	USP37
Q9Y6I4	USP3
Q70EL1	USP54
P45974	USP5
Q93009	USP7
P40818	USP8
Q5T4T6	SYCP2L
Q6PI48	DARS2
Q9HCS7	XAB2
P12081	HARS
Q9NSE4	IARS2
P57105	SYNJ2BP
O95363	FARS2
Q15031	LARS2
P11441	UBL4A
Q92797	SYMPK
P56192	MARS
P51784	USP11
O75317	USP12
Q9Y4E8	USP15
O15061	SYNM
Q96I59	NARS2
Q8N3V7	SYNPO
Q9UPT9	USP22
Q9H987	SYNPO2L
Q9UHP3	USP25
Q7L3T8	PARS2
Q96RU2	USP28
Q8NFA0	USP32
Q9P2H5	USP35
Q9P275	USP36
P35125	USP6
Q9UHD9	UBQLN2
Q8IYU4	UBQLNL
Q9Y4A5	TRRAP
Q9BRA2	TXNDC17
O95881	TXNDC12
P42681	TXK
P83876	TXNL4A
Q6A555	TXNDC8
C9JVI0	USP17L11
Q01081	U2AF1
Q6R6M4	USP17L2
Q7Z3V4	UBE3B
Q9BSL1	UBAC1
Q7Z7E8	UBE2Q1
P63279	UBE2I
Q9Y5Z9	UBIAD1
P25874	UCP1
Q96IX5	ATP5MD
Q9BRU9	UTP23
Q9Y3A2	UTP11
P46939	UTRN
O95399	UTS2
Q9P2Y5	UVRAG
Q9UI12	ATP6V1H
Q99437	ATP6V0B
O95670	ATP6V1G2
O14599	BPY2
Q96JH7	VCPIP1
P21796	VDAC1
P11473	VDR
P49765	VEGFB
Q00341	HDLBP
O14604	TMSB4Y
P62328	TMSB4X
Q0WX57	USP17L24
P0DN76	U2AF1L5
Q7RTZ2	USP17L1
P55089	UCN
P67809	YBX1
Q2YD98	UVSSA
Q08AM6	VAC14
P23763	VAMP1
Q15836	VAMP3
O75379	VAMP4
P51809	VAMP7
Q8TAA9	VANGL1
Q9ULK5	VANGL2
Q15904	ATP6AP1
P38606	ATP6V1A
P15313	ATP6V1B1
P21281	ATP6V1B2
C9J2P7	USP17L15
Q53H54	TRMT12
D6R901	USP17L21
D6RBM5	USP17L23
P26368	U2AF2
Q9Y2X8	UBE2D4
Q96RP3	UCN2
Q8N6Y0	USHBP1
O60763	USO1
Q15853	USF2
Q5TAP6	UTP14C
Q969X6	UTP4
Q765I0	UTS2B
Q9NYH9	UTP6
O14607	UTY
P58557	YBEY
Q9Y2T7	YBX2
P16989	YBX3
Q6ZUG5	null
Q1RN00	null
Q0VG73	null
Q9UBK9	UXT
P37288	AVPR1A
Q9BTM9	URM1
Q9BQ65	USB1
Q68DE3	USF3
O00507	USP9Y
Q9Y5J1	UTP18
Q15849	SLC14A2
P11684	SCGB1A1
Q8TED0	UTP15
Q6EMK4	VASN
Q86V25	VASH2
Q9Y5K8	ATP6V1D
P27449	ATP6V0C
Q9Y277	VDAC3
O15195	VILL
Q8IWF7	UBE2DNL
H0YL09	UBE2Q2L
A6NCW7	USP17L4
Q15819	UBE2V2
A6NN06	null
Q96LR5	UBE2E2
Q8NBM4	UBAC2
P51668	UBE2D1
P41226	UBA7
Q8WVN8	UBE2Q2
Q9C0C9	UBE2O
Q13336	SLC14A1
O75691	UTP20
P35916	FLT4
O15240	VGF
Q99990	VGLL1
Q8N8G2	VGLL2
Q14135	VGLL4
P07947	YES1
Q9P2U8	SLC17A6
Q8NDX2	SLC17A8
O95619	YEATS4
Q8N1X5	null
Q6UWF5	null
Q6ZS52	null
A6NL46	null
Q6RSH7	VHLL
P40337	VHL
Q9H598	SLC32A1
P18206	VCL
Q7Z5H5	VN1R4
Q96AW1	VOPP1
P59090	TSPEAR-AS2
Q86VQ3	TXNDC2
Q8N3L3	TXLNB
Q86XW9	NME9
O43914	TYROBP
Q9NV66	TYW1
A2RUC4	TYW5
A6NCW0	USP17L3
P51965	UBE2E1
Q05086	UBE3A
O14933	UBE2L6
Q9BRT2	UQCC2
P07911	UMOD
Q86UX7	FERMT3
Q3KQV9	UAP1L1
Q9Y385	UBE2J1
Q969M7	UBE2F
P68036	UBE2L3
A0A1B0GUS4	UBE2L5
P49459	UBE2A
Q5VVX9	UBE2U
Q96HZ7	URB1-AS1
Q96BW1	UPRT
Q9NRH1	YAE1
Q8N2B8	null
A8MTW9	null
Q86TA4	null
Q6BDS2	UHRF1BP1
Q8TCY9	URGCP
Q5DID0	UMODL1
Q9NZ43	USE1
P22415	USF1
P40126	DCT
D6RJB6	USP17L20
D6RA61	USP17L22
Q15695	ZRSR2P1
Q5XG85	null
Q8TB05	UBALD1
P61077	UBE2D3
Q6UW78	UQCC3
P46937	YAP1
Q6UY13	null
A8MUA0	null
Q9Y6N9	USH1C
Q5T230	UTF1
Q9NUQ3	TXLNG
P19971	TYMP
P07101	TH
O14530	TXNDC9
Q06418	TYRO3
P29597	TYK2
P0C7I0	USP17L8
C9JJH3	USP17L10
O75643	SNRNP200
Q5VV11	null
P60604	UBE2G2
Q15386	UBE3C
O00762	UBE2C
O94900	TOX
Q86SZ2	TRAPPC6B
Q8WWH5	TRUB1
Q8NET8	TRPV3
Q9BZA5	TXLNGY
P04818	TYMS
C9JLJ4	USP17L13
D6R9N7	USP17L18
D6RCP7	USP17L19
A6NIH7	UNC119B
Q16222	UAP1
P62253	UBE2G1
Q8N2K1	UBE2J2
Q8WVY7	UBLCP1
A0AVT1	UBA6
Q7Z6J8	UBE3D
Q14146	URB2
Q16666	IFI16
Q9NZI8	IGF2BP1
P46199	MTIF2
P63241	EIF5A
P48163	ME1
P42679	MATK
P01571	IFNA17
P78344	EIF4G2
P05014	IFNA4
P05000	IFNW1
P01567	IFNA7
P09914	IFIT1
Q96LB3	IFT74
P01859	IGHG2
P01871	IGHM
Q6K0P9	PYHIN1
P01591	JCHAIN
P0DOX7	null
Q9UBC1	NFKBIL1
P35225	IL13
P24001	IL32
P14778	IL1R1
Q9HB29	IL1RL2
Q12906	ILF3
P0C7M6	IQCF3
Q86VS3	IQCH
Q9NWZ3	IRAK4
Q9UPP2	IQSEC3
P46940	IQGAP1
O14498	ISLR
A4D126	ISPD
Q9Y2N7	HIF3A
P30511	HLA-F
P17096	HMGA1
P55795	HNRNPH2
P0C7T4	HMSD
Q86YZ3	HRNR
Q9P2W1	PSMC3IP
Q9H3N8	HRH4
Q9Y662	HS3ST3B1
P0DMV8	HSPA1A
P07900	HSP90AA1
Q96RP7	GAL3ST4
P01358	null
Q4V321	GAGE13
P43694	GATA4
Q9Y2F5	ICE1
Q659A1	ICE2
Q8WWN9	IPCEF1
Q9UPZ9	ICK
P54105	CLNS1A
O60725	ICMT
O75144	ICOSLG
Q9Y6W8	ICOS
Q14197	MRPL58
P41134	ID1
Q14602	ID2B
Q02363	ID2
Q02535	ID3
P47928	ID4
Q9NZ38	IDI2-AS1
P98153	DGCR2
P14735	IDE
Q9BX51	GGTLC1
B5MD39	GGTLC3
O75420	GIGYF1
Q02643	GHRHR
Q7Z4J2	GLT6D1
O94923	GLCE
A2PYH4	HFM1
P60008	HILS1
Q93099	HGD
Q9H422	HIPK3
Q9BW72	HIGD2A
P13747	HLA-E
O15347	HMGB3
P52926	HMGA2
P05114	HMGN1
O75330	HMMR
P0CJ77	MTRNR2L10
P0CJ68	MTRNR2L1
Q9NSB8	HOMER2
Q6UXD1	HRCT1
Q8IWL3	HSCB
Q3SXM5	HSDL1
Q6YN16	HSDL2
Q9ULV5	HSF4
Q4G112	HSF5
P31273	HOXC8
Q92826	HOXB13
P17481	HOXB8
O43364	HOXA2
A0A0B4J1U7	IGHV6-1
P31267	HOXA6
P34913	EPHX2
Q9H1B7	IRF2BPL
O95256	IL18RAP
Q9H2X8	IFI27L2
P31269	HOXA9
P35475	IDUA
P41091	EIF2S3
Q93033	CD101
P0DOX4	null
Q6UW32	IGFL1
Q6UWQ7	IGFL2
Q8NI17	IL31RA
Q6EBC2	IL31
C9JLW8	MCRIP1
Q71H61	ILDR2
P05113	IL5
P26951	IL3RA
P01584	IL1B
Q9H0C8	ILKAP
Q13418	ILK
Q9NPH9	IL26
Q9UHH9	IP6K2
O75586	MED6
O43513	MED7
Q96G25	MED8
Q9NWA0	MED9
Q5VYS4	MEDAG
P51617	IRAK1
Q8IXL9	IQCF2
P05198	EIF2S1
O14879	IFIT3
P01834	IGKC
P13164	IFITM1
Q8IVU1	IGDCC3
P01344	IGF2
Q6B9Z1	IGFL4
Q86VF2	IGFN1
P0DOX5	null
Q15653	NFKBIB
Q14164	IKBKE
O00221	NFKBIE
Q70UQ0	IKBIP
O15111	CHUK
P40933	IL15
P16871	IL7R
Q8TC05	MDM1
Q00987	MDM2
O15151	MDM4
Q9NU22	MDN1
P08183	ABCB1
P21439	ABCB4
Q8NDY4	MDS2
Q96HR3	MED30
P23677	ITPKA
Q9NPJ6	MED4
Q96PC2	IP6K3
Q5VY09	IER5
O00425	IGF2BP3
P20042	EIF2S2
A6NJ69	IGIP
A6NMD0	IFITM10
Q14005	IL16
P08887	IL6R
Q01638	IL1RL1
Q9HBE4	IL21
Q9GZX6	IL22
P05112	IL4
Q14213	EBI3
O15225	INE1
Q9UK53	ING1
Q8WYH8	ING5
P15260	IFNGR1
P38484	IFNGR2
Q9Y3C7	MED31
Q9Y5U9	IER3IP1
Q5JSS6	MEIG1
A0A087WXM9	MEIKIN
Q5JU85	IQSEC2
P20155	SPINK2
Q9NQ38	SPINK5
Q96CN7	ISOC1
P83105	HTRA4
A0A0A0MS14	IGHV1-45
P31260	HOXA10
P01766	IGHV3-13
P14653	HOXB1
P28358	HOXD10
P31277	HOXD11
P0DP04	IGHV3-43D
Q96N76	UROC1
A0A0J9YX35	IGHV3-64D
A0A0B4J2H0	IGHV1-69D
A0A0C4DH43	IGHV2-70D
P38567	SPAM1
P52789	HK2
Q6ZVW7	IL17REL
Q96F46	IL17RA
Q9NRM6	IL17RB
Q8NAC3	IL17RC
Q969J5	IL22RA2
Q92819	HAS2
Q6ZQW0	IDO2
Q2VIR3	EIF2S3B
Q9P0M4	IL17C
Q86SU0	ILDR1
Q9H293	IL25
Q8NEV9	IL27
Q27J81	INF2
Q9H160	ING2
Q9NXR8	ING3
Q9UNL4	ING4
Q53G44	IFI44L
P23368	ME2
Q8N5X7	EIF4E3
P23588	EIF4B
Q01628	IFITM3
P01566	IFNA10
Q9H7X7	IFT22
P40305	IFI27
P01562	IFNA1
Q9BW83	IFT27
Q9NWB7	IFT57
P01880	IGHD
Q8N9C0	IGSF22
A1L1A6	IGSF23
P01860	IGHG3
Q9NSI5	IGSF5
P0DOY2	IGLC2
B9A064	IGLL5
Q9H665	IGFLR1
Q14623	IHH
Q8NI38	NFKBID
Q9UKT9	IKZF3
Q14116	IL18
P20809	IL11
P14784	IL2RB
P30740	SERPINB1
Q16552	IL17A
P32927	CSF2RB
Q6UX52	C17orf99
Q13007	IL24
P01743	IGHV1-46
P31249	HOXD3
Q00444	HOXC5
P31268	HOXA7
Q9NX55	HYPK
Q92839	HAS1
Q9Y4L1	HYOU1
Q5TF58	IFFO2
P01574	IFNB1
A6NNB3	IFITM5
Q86WN2	IFNE
P01570	IFNA14
Q96M15	IGF2BP2-AS1
P05013	IFNA6
P32881	IFNA8
P01579	IFNG
Q5DX21	IGSF11
P05019	IGF1
P0DOX8	null
P0CG04	IGLC1
A0M8Q6	IGLC7
P25963	NFKBIA
O14920	IKBKB
P01876	IGHA1
Q6NXR0	IRGC
Q9UKS7	IKZF2
Q9H2S9	IKZF4
Q9H5V7	IKZF5
P01589	IL2RA
P01583	IL1A
Q12905	ILF2
O15409	FOXP2
P41439	FOLR3
P01100	FOS
A8MTJ6	FOXI3
O60548	FOXD2
Q9NQT6	FSCN3
A1L4K1	FSD2
Q6ZNA5	FRRS1
P01225	FSHB
Q96A29	SLC35C1
Q9BT04	FUZ
P51114	FXR1
Q8NGA4	GPR32P1
Q9BYC5	FUT8
Q14332	FZD2
Q8N3F9	GPR137C
O75084	FZD7
Q9H461	FZD8
O43826	SLC37A4
Q8TED4	SLC37A2
P0DPI2	GATD3A
Q6NT46	GAGE2A
Q14376	GALE
P51570	GALK1
Q9H4G4	GLIPR2
P15976	GATA1
Q96AC1	FERMT2
P98174	FGD1
Q7Z6J4	FGD2
Q8N441	FGFRL1
P0C7X4	FTH1P19
P02679	FGG
Q92914	FGF11
O15552	FFAR2
P31513	FMO3
Q9Y5Y0	FLVCR1
Q01740	FMO1
Q53EP0	FNDC3B
Q05932	FPGS
P58012	FOXL2
Q86XX4	FRAS1
P02792	FTL
Q5SZK8	FREM2
P98177	FOXO4
P02794	FTH1
P42685	FRK
Q9P2Q2	FRMD4A
Q9BXM9	FSD1L
Q9BTY2	FUCA2
Q8TAL6	FIBIN
Q2V2M9	FHOD3
Q5D862	FLG2
Q9NVK5	FGFR1OP2
Q5NUL3	FFAR4
P02751	FN1
Q8N6M3	FITM2
Q9GZV9	FGF23
Q8TC99	FNDC8
Q9P278	FNIP2
Q8IX07	ZFPM1
P55318	FOXA3
A0AVI2	FER1L5
Q12778	FOXO1
O95876	WDPCP
A6NGY1	FRG2C
Q5CZC0	FSIP2
Q9BZ67	FRMD8
Q8N4E7	FTMT
A8MYZ6	FOXO6
Q64ET8	FRG2
O94915	FRYL
Q7Z6J6	FRMD5
Q9P0K9	FRRS1L
Q8WU20	FRS2
Q8N461	FBXL16
Q6PCT2	FBXL19
Q96IG2	FBXL20
Q9Y231	FUT9
Q7L622	G2E3
O00144	FZD9
Q99999	GAL3ST1
P06744	GPI
Q9UQC2	GAB2
Q9H2C0	GAN
Q14C86	GAPVD1
P47211	GALR1
Q92908	GATA6
A8MYX2	FAM25E
Q9Y261	FOXA2
O95684	FGFR1OP
Q92949	FOXJ1
Q6ZUU3	FOXL2NB
P14324	FDPS
Q9BTV5	FSD1
Q5SYB0	FRMPD1
Q8NA03	FSIP1
P04066	FUCA1
Q8IVP5	FUNDC1
Q96IV6	FAXDC2
Q11128	FUT5
P51116	FXR2
Q8N1E6	FBXL14
Q8WXT5	FOXD4L4
Q5VV16	FOXD4L5
Q10981	FUT2
Q9NPG1	FZD3
Q9ULV1	FZD4
Q10472	GALNT1
Q13069	GAGE5
Q9H6D8	FNDC4
Q8WW38	ZFPM2
Q9UPW0	FOXJ3
Q9UJU5	FOXD3
P14207	FOLR2
Q9BZS1	FOXP3
Q01167	FOXK2
P55316	FOXG1
Q12948	FOXC1
O75593	FOXH1
A9Z1Z3	FER1L4
Q96NE9	FRMD6
Q13283	G3BP1
Q5VWT5	FYB2
P06241	FYN
Q8WWW8	GAB3
P63130	ERVK-7
Q96C23	GALM
P05413	FABP3
Q9UK73	FEM1B
Q5TA89	HES5
A6NMB9	FIGNL2
Q9Y613	FHOD1
Q14318	FKBP8
Q8NFG4	FLCN
Q9UPI3	FLVCR2
Q8IVF7	FMNL3
Q14315	FLNC
P15407	FOSL1
Q12950	FOXD4
O15353	FOXN1
Q12841	FSTL1
O95633	FSTL3
Q5H9T9	FSCB
A2A2Y4	FRMD3
Q9H334	FOXP1
P55317	FOXA1
Q13461	FOXE3
P15328	FOLR1
Q12946	FOXF1
Q9P2B2	PTGFRN
O00409	FOXN3
P21462	FPR1
Q5H8C1	FREM1
Q96QU4	FRG2B
O14926	FSCN2
Q9Y2L6	FRMD4B
P21217	FUT3
Q9UP38	FZD1
Q14802	FXYD3
Q96N19	GPR137
Q96A11	GAL3ST3
P24522	GADD45A
Q06546	GABPA
A0A0B4J2D5	GATD3B
P58107	EPPK1
Q9UF33	EPHA6
P16452	EPB42
Q15375	EPHA7
Q52LR7	EPC2
P29323	EPHB2
Q9C0D9	SELENOI
Q9HCN4	GPN1
Q8N2X6	EXOC3-AS1
Q52LJ0	FAM98B
Q9NVI1	FANCI
Q9NVF7	FBXO28
Q0JRZ9	FCHO2
Q9UBX5	FBLN5
Q9Y324	FCF1
Q13630	TSTA3
Q92915	FGF14
B1AJZ9	FHAD1
O43320	FGF16
O60258	FGF17
Q9C0D6	FHDC1
Q9BXU8	FTHL17
P49327	FASN
A6NHQ2	FBLL1
O14526	FCHO1
Q6ZVX7	NCCRP1
P12034	FGF5
P10767	FGF6
Q9Y543	HES2
Q02985	CFHR3
Q9BYE0	HES7
Q8TBJ5	FEZF2
O14842	FFAR1
P02675	FGB
O43427	FIBP
Q14314	FGL2
Q9HCT0	FGF22
Q9Y3D6	FIS1
Q00688	FKBP3
Q9Y680	FKBP7
O75072	FKTN
Q9UIM3	FKBPL
B3EWG6	FAM25G
O43155	FLRT2
P0C7T7	FRMD6-AS1
O60774	FMO6P
Q9HBA9	FOLH1B
P15408	FOSL2
Q9C009	FOXQ1
Q08050	FOXM1
Q99958	FOXC2
Q0VG06	FAAP100
Q9BYW1	SLC2A11
Q8TD20	SLC2A12
Q9NRM0	SLC2A9
Q9BX10	GTPBP2
P11169	SLC2A3
P48050	KCNJ4
O00180	KCNK1
Q96T54	KCNK17
Q9UBP9	GULP1
Q719H9	KCTD1
Q9Y597	KCTD3
Q15486	GUSBP1
Q7L273	KCTD9
P22492	HIST1H1T
Q75N03	CBLL1
Q58FF6	HSP90AB4P
Q8TF76	HASPIN
Q9UJM8	HAO1
P22830	FECH
Q04756	HGFAC
O75146	HIP1R
Q96JK4	HHIPL1
Q9Y5L2	HILPDA
Q01581	HMGCS1
Q8WW32	HMGB4
Q8TB92	HMGCLL1
P82970	HMGN5
Q9UGU5	HMGXB4
Q95460	MR1
Q92619	ARHGAP45
P0DMP1	MTRNR2L12
P50135	HNMT
B2RXH8	HNRNPCL2
B7ZW38	HNRNPCL3
P14866	HNRNPL
Q9GZV7	HAPLN2
P00738	HP
Q9Y251	HPSE
Q7LGA3	HS2ST1
O75506	HSBP1
Q58FG0	HSP90AA5P
P04553	PRM1
Q9BQS6	HSPB9
P86397	HTD2
P42357	HAL
A0A0B4J1Y9	IGHV3-72
P31275	HOXC12
P01824	IGHV4-39
Q9GZZ0	HOXD1
Q2M3T9	HYAL4
A0A0G2JMI3	IGHV1-69-2
Q16772	GSTA3
Q8NEC7	GSTCD
Q8NBJ5	COLGALT1
Q5T4B2	CERCAM
P09211	GSTP1
Q86UP8	GTF2IRD2
Q9NY64	SLC2A8
P63252	KCNJ2
P48051	KCNJ6
P25092	GUCY2C
P17540	CKMT2
Q92522	H1FX
P0C5Y9	H2AFB1
Q8N257	HIST3H2BB
Q6NXT2	H3F3C
P0DPK5	null
Q96EW2	HSPBAP1
O14929	HAT1
Q9BT25	HAUS8
Q9NYQ3	HAO2
P13716	ALAD
Q5GLZ8	HERC4
Q9NQ87	HEYL
Q9H2X6	HIPK2
Q9BQA5	HINFP
Q8IV36	HID1
Q9BX68	HINT2
P54198	HIRA
Q53FT3	HIKESHI
A6NHT5	HMX3
P0CJ75	MTRNR2L8
P09429	HMGB1
Q86YV9	HPS6
Q9Y5N1	HRH3
O14964	HGS
Q9BW71	HIRIP3
P04035	HMGCR
Q6NT76	HMBOX1
O00479	HMGN4
O97980	HMHB1
P0CJ72	MTRNR2L5
P35680	HNF1B
Q86VS8	HOOK3
Q5SSJ5	HP1BP3
Q6MZM0	HEPHL1
P00492	HPRT1
O95714	HERC2
Q2TB90	HKDC1
Q16534	HLF
Q96RW7	HMCN1
P30519	HMOX2
P05204	HMGN2
P0CJ71	MTRNR2L4
Q9BUJ2	HNRNPUL1
Q86XE5	HOGA1
P26583	HMGB2
O60812	HNRNPCL1
Q9BPY8	HOPX
Q9UJC3	HOOK1
A8MVJ9	null
Q96JB3	HIC2
Q8NE63	HIPK4
P15515	HTN1
Q9NQE9	HINT3
Q9NWT6	HIF1AN
P15516	HTN3
Q6UYE1	DLEU7
P01893	HLA-H
A2RU54	HMX2
Q15651	HMGN3
P31942	HNRNPH3
Q86X24	HORMAD1
O14979	HNRNPDL
S4R3Y5	MTRNR2L11
P0CJ70	MTRNR2L3
P0CJ73	MTRNR2L6
Q96ED9	HOOK2
Q14541	HNF4G
Q14103	HNRNPD
Q8IX15	HOMEZ
P09601	HMOX1
Q96S86	HAPLN3
Q86UW8	HAPLN4
Q9NQG7	HPS4
P0DMV9	HSPA1B
Q9Y661	HS3ST4
Q9Y663	HS3ST3A1
Q58FG1	HSP90AA4P
Q03933	HSF2
P08238	HSP90AB1
Q9UBD0	HSFX1
P11142	HSPA8
Q16082	HSPB2
Q9UBY9	HSPB7
Q0VDF9	HSPA14
Q99081	TCF12
Q9P2D3	HEATR5B
O43719	HTATSF1
O43365	HOXA3
Q05925	EN1
Q9NP08	HMX1
P0CJ69	MTRNR2L2
P0CJ76	MTRNR2L9
Q1KMD3	HNRNPUL2
P52597	HNRNPF
O60760	HPGDS
Q9NWW0	HCFC1R1
Q9BVR0	HERC2P3
P25021	HRH2
Q92598	HSPH1
O00198	HRK
Q96QI5	HS3ST6
O75031	HSF2BP
Q96JZ2	HSH2D
Q9BQS7	HEPH
Q5T8I9	HENMT1
P05546	SERPIND1
Q9Y5J3	HEY1
Q30201	HFE
C9JL84	HHLA1
Q9UM44	HHLA2
Q9XRX5	HHLA3
Q16665	HIF1A
Q99871	HAUS7
O00165	HAX1
P02042	HBD
P04183	TK1
Q8TDS4	HCAR2
Q9P1Z3	HCN3
Q5H943	CT83
Q6P597	KLC3
Q9Y2U9	KLHDC2
Q5TGJ6	HDGFL1
Q9BSH5	HDHD3
P51858	HDGF
Q5JT82	KLF17
Q13351	KLF1
Q9Y5Z4	HEBP2
Q9H8Q6	HEXA-AS1
O95600	KLF8
Q5U5R9	HECTD2
Q13886	KLF9
Q9NRV9	HEBP1
Q2TBA0	KLHL40
Q8TDG4	HELQ
A6NFD8	HELT
Q9BQD3	KXD1
O94992	HEXIM1
Q9UII4	HERC5
Q58FF7	HSP90AB3P
Q9P035	HACD3
Q9UJ83	HACL1
O60381	HBP1
Q99714	HSD17B10
Q2M2Z5	KIZ
Q96RR4	CAMKK2
Q9NSK0	KLC4
Q6PID8	KLHDC10
Q8IV16	GPIHBP1
Q7Z4H3	HDDC2
Q9BXW7	HDHD5
Q7Z353	HDX
P56524	HDAC4
Q99612	KLF6
O75840	KLF7
Q5T447	HECTD3
Q9Y4D8	HECTD4
Q03164	KMT2A
Q9UMN6	KMT2B
Q8NEZ4	KMT2C
O14686	KMT2D
Q9NQR1	KMT5A
Q4FZB7	KMT5B
Q9H6D7	HAUS4
Q7Z4H7	HAUS6
P02008	HBZ
P61296	HAND2
Q9UBN7	HDAC6
Q8IXV7	KLHDC8B
Q9UBI9	HECA
Q13547	HDAC1
O14901	KLF11
A0A0U1RQI7	KLF18
P57682	KLF3
O43474	KLF4
Q9ULT8	HECTD1
Q86WZ0	HEATR4
Q6AI08	HEATR6
A2RTY3	HEATR9
Q9NXS3	KLHL28
Q76N89	HECW1
Q9H511	KLHL31
Q96NJ5	KLHL32
Q9ULI3	HEG1
Q2WGJ6	KLHL38
O60662	KLHL41
Q9P2K6	KLHL42
Q9NR64	KLHL1
Q86Y97	KMT5C
P04233	CD74
B2RPK0	HMGB1P1
P06865	HEXA
P07686	HEXB
Q9UBP5	HEY2
O00291	HIP1
A8MVS5	HIDE1
P36551	CPOX
Q14526	HIC1
Q5VTY9	HHAT
P10072	HKR1
P17693	HLA-G
Q8TCT9	HM13
Q9NP66	HMG20A
Q9P0W2	HMG20B
P54868	HMGCS2
Q8NDA2	HMCN2
Q9BTY7	HGH1
Q8IVU3	HERC6
Q6NVY1	HIBCH
Q9Y241	HIGD1A
Q4VC39	HIGD2B
Q969E1	LEAP2
A0A0C4DH62	IGHJ1
Q14774	HLX
P02790	HPX
Q6UWX4	HHIPL2
Q9P298	HIGD1B
Q8NCD3	HJURP
P35914	HMGCL
Q96FZ2	HMCES
Q12766	HMGXB3
P19622	EN2
P20823	HNF1A
Q86YM7	HOMER1
Q8WVB3	HEXD
P14210	HGF
Q96QV1	HHIP
Q9HCP6	HHATL
A8MV81	HIGD1C
Q14527	HLTF
Q58FF8	HSP90AB2P
Q969F8	KISS1R
P69905	HBA1
P54257	HAP1
